Z,A,E0,ThetaDeg,nu,cross,error
6,12,0.68,163,0.6154,224.839,33.8958
6,12,0.68,163,0.6222,127.749,25.5499
6,12,0.68,163,0.629,173.739,29.796
6,12,0.68,163,0.6358,163.519,28.9064
6,12,0.68,163,0.6426,178.849,30.231
6,12,0.68,163,0.6494,168.629,29.3546
6,12,0.68,163,0.6562,127.749,25.5499
6,12,0.68,163,0.663,163.519,28.9064
6,12,0.68,163,0.6698,245.279,35.403
6,12,0.56,34.2,0.0028,0,0
6,12,0.56,34.2,0.0084,0,0
6,12,0.56,34.2,0.014,0,0
6,12,0.56,34.2,0.0196,0,0
6,12,0.56,34.2,0.0252,0,0
6,12,0.56,34.2,0.0308,478.683,38.203
6,12,0.56,34.2,0.0364,9204.73,167.525
6,12,0.56,34.2,0.042,27766.6,290.962
6,12,0.56,34.2,0.0476,49002.5,386.53
6,12,0.56,34.2,0.0532,73092.1,472.073
6,12,0.56,34.2,0.0588,90907,526.469
6,12,0.56,34.2,0.0644,99255,550.111
6,12,0.56,34.2,0.07,99017.2,549.451
6,12,0.56,34.2,0.0756,95355.4,539.196
6,12,0.56,34.2,0.0812,89782,523.201
6,12,0.56,34.2,0.0868,82665.8,502.038
6,12,0.56,34.2,0.0924,74333,476.064
6,12,0.56,34.2,0.098,67338.8,453.113
6,12,0.56,34.2,0.1036,59698.1,426.633
6,12,0.56,34.2,0.1092,53426.5,403.601
6,12,0.56,34.2,0.1148,45987.1,374.448
6,12,0.56,34.2,0.1204,39239.8,345.889
6,12,0.56,34.2,0.126,33251.7,318.406
6,12,0.56,34.2,0.1316,27995.3,292.157
6,12,0.56,34.2,0.1372,23906.7,269.981
6,12,0.56,34.2,0.1428,19717.5,245.188
6,12,0.56,34.2,0.1484,15269.1,215.765
6,12,0.56,34.2,0.154,11857.3,190.137
6,12,0.56,34.2,0.1596,9198.63,167.469
6,12,0.56,34.2,0.1652,7082.67,146.951
6,12,0.56,34.2,0.1708,4545.96,117.73
6,12,0.56,34.2,0.1764,3314.19,100.522
6,12,0.56,34.2,0.182,2256.21,82.94
6,12,0.56,34.2,0.1876,1372.02,64.6777
6,12,0.56,34.2,0.1932,1128.11,58.6474
6,12,0.56,34.2,0.1988,1213.48,60.826
6,12,0.56,34.2,0.2044,1304.94,63.0768
6,12,0.56,34.2,0.21,1594.59,69.7267
6,12,0.56,34.2,0.2156,1676.91,71.5038
6,12,0.56,34.2,0.2212,1811.07,74.309
6,12,0.56,34.2,0.2268,2030.59,78.6838
6,12,0.56,34.2,0.2324,2161.69,81.1841
6,12,0.56,34.2,0.238,2219.62,82.2647
6,12,0.56,34.2,0.2436,2524.52,87.733
6,12,0.56,34.2,0.2492,2548.91,88.1559
6,12,0.56,34.2,0.2548,2500.13,87.3082
6,12,0.56,34.2,0.2604,2783.68,92.1263
6,12,0.56,34.2,0.266,3158.7,98.1359
6,12,0.56,34.2,0.2716,3378.22,101.489
6,12,0.56,34.2,0.2772,3591.64,104.646
6,12,0.56,34.2,0.2828,3798.97,107.623
6,12,0.56,34.2,0.2884,4189.24,113.016
6,12,0.56,34.2,0.294,4805.12,121.039
6,12,0.56,34.2,0.2996,5174.04,125.6
6,12,0.56,34.2,0.3052,5750.29,132.409
6,12,0.56,34.2,0.3108,6076.53,136.114
6,12,0.56,34.2,0.3164,6433.25,140.052
6,12,0.56,34.2,0.322,7695.51,153.177
6,12,0.56,34.2,0.3276,7960.77,155.794
6,12,0.56,34.2,0.3332,8418.11,160.207
6,12,0.56,34.2,0.3388,9348.03,168.824
6,12,0.56,34.2,0.3444,9363.28,168.962
6,12,0.56,34.2,0.35,9997.46,174.59
6,12,0.56,34.2,0.3556,10262.7,176.891
6,12,0.56,34.2,0.3612,10384.7,177.939
6,12,0.56,34.2,0.3668,11168.2,184.53
6,12,0.56,34.2,0.3724,10979.2,182.961
6,12,0.56,34.2,0.378,11110.3,184.051
6,12,0.56,34.2,0.3836,11180.4,184.631
6,12,0.56,34.2,0.3892,10729.2,180.866
6,12,0.56,34.2,0.3948,10640.8,180.12
6,12,0.56,34.2,0.4004,10561.5,179.447
6,12,0.56,34.2,0.406,10265.8,176.917
6,12,0.56,34.2,0.4116,9860.25,173.388
6,12,0.56,34.2,0.4172,9936.48,174.056
6,12,0.56,34.2,0.4228,9591.95,171.012
6,12,0.56,34.2,0.4284,9177.29,167.275
6,12,0.56,34.2,0.434,9018.75,165.824
6,12,0.56,34.2,0.4396,8628.48,162.196
6,12,0.56,34.2,0.4452,8305.3,159.13
6,12,0.56,34.2,0.4508,6360.08,139.253
6,12,0.56,34.2,0.4564,3859.95,108.484
6,12,0.56,34.2,0.462,1365.92,64.5338
6,12,0.56,34.2,0.4676,3.04893,3.04893
6,12,0.56,34.2,0.4732,0,0
6,12,0.56,34.2,0.4788,0,0
6,12,0.56,34.2,0.4844,0,0
6,12,0.56,34.2,0.49,0,0
6,12,0.56,34.2,0.4956,0,0
6,12,0.56,34.2,0.5012,0,0
6,12,0.56,34.2,0.5068,0,0
6,12,0.56,34.2,0.5124,0,0
6,12,0.56,34.2,0.518,0,0
6,12,0.56,34.2,0.5236,0,0
6,12,0.56,34.2,0.5292,0,0
6,12,0.56,34.2,0.5348,0,0
6,12,0.56,34.2,0.5404,0,0
6,12,0.56,34.2,0.546,0,0
6,12,0.56,34.2,0.5516,0,0
6,12,0.24,110,0.0012,57.9916,12.6548
6,12,0.24,110,0.0036,46.9456,11.386
6,12,0.24,110,0.006,82.8452,15.1254
6,12,0.24,110,0.0084,88.3682,15.6214
6,12,0.24,110,0.0108,63.5146,13.2437
6,12,0.24,110,0.0132,107.699,17.2456
6,12,0.24,110,0.0156,110.46,17.4653
6,12,0.24,110,0.018,135.314,19.3305
6,12,0.24,110,0.0204,135.314,19.3305
6,12,0.24,110,0.0228,118.745,18.1084
6,12,0.24,110,0.0252,143.598,19.9135
6,12,0.24,110,0.0276,151.883,20.4799
6,12,0.24,110,0.03,171.213,21.7441
6,12,0.24,110,0.0324,182.259,22.4346
6,12,0.24,110,0.0348,218.159,24.5448
6,12,0.24,110,0.0372,281.674,27.8898
6,12,0.24,110,0.0396,516.401,37.763
6,12,0.24,110,0.042,919.581,50.3927
6,12,0.24,110,0.0444,1190.21,57.3303
6,12,0.24,110,0.0468,2010.38,74.5095
6,12,0.24,110,0.0492,2504.69,83.1667
6,12,0.24,110,0.0516,2993.47,90.9202
6,12,0.24,110,0.054,3846.78,103.067
6,12,0.24,110,0.0564,4595.14,112.648
6,12,0.24,110,0.0588,4926.53,116.639
6,12,0.24,110,0.0612,5266.19,120.593
6,12,0.24,110,0.0636,5763.26,126.156
6,12,0.24,110,0.066,6078.07,129.556
6,12,0.24,110,0.0684,6539.24,134.381
6,12,0.24,110,0.0708,6682.84,135.848
6,12,0.24,110,0.0732,7080.5,139.831
6,12,0.24,110,0.0756,7317.99,142.157
6,12,0.24,110,0.078,7196.48,140.972
6,12,0.24,110,0.0804,7022.51,139.258
6,12,0.24,110,0.0828,7052.88,139.559
6,12,0.24,110,0.0852,6906.52,138.103
6,12,0.24,110,0.0876,6583.43,134.834
6,12,0.24,110,0.09,6580.67,134.806
6,12,0.24,110,0.0924,6180.25,130.64
6,12,0.24,110,0.0948,5948.28,128.165
6,12,0.24,110,0.0972,5959.33,128.284
6,12,0.24,110,0.0996,5763.26,126.156
6,12,0.24,110,0.102,5448.45,122.662
6,12,0.24,110,0.1044,5059.08,118.198
6,12,0.24,110,0.1068,5152.97,119.289
6,12,0.24,110,0.1092,4597.91,112.682
6,12,0.24,110,0.1116,4567.53,112.309
6,12,0.24,110,0.114,4401.84,110.253
6,12,0.24,110,0.1164,3990.37,104.974
6,12,0.24,110,0.1188,3902.01,103.805
6,12,0.24,110,0.1212,3581.67,99.4525
6,12,0.24,110,0.1236,3374.56,96.5343
6,12,0.24,110,0.126,3015.56,91.2551
6,12,0.24,110,0.1284,2849.87,88.7127
6,12,0.24,110,0.1308,2427.36,81.8729
6,12,0.24,110,0.1332,2460.5,82.4299
6,12,0.24,110,0.1356,2079.41,75.778
6,12,0.24,110,0.138,1910.96,72.6439
6,12,0.24,110,0.1404,1618.24,66.849
6,12,0.24,110,0.1428,1405.61,62.3024
6,12,0.24,110,0.1452,1325.52,60.5015
6,12,0.24,110,0.1476,1027.28,53.262
6,12,0.24,110,0.15,1010.71,52.8307
6,12,0.24,110,0.1524,742.845,45.2921
6,12,0.24,110,0.1548,516.401,37.763
6,12,0.24,110,0.1572,458.41,35.5795
6,12,0.24,110,0.1596,350.711,31.1206
6,12,0.24,110,0.162,273.389,27.4766
6,12,0.24,110,0.1644,187.782,22.772
6,12,0.24,110,0.1668,149.121,20.2928
6,12,0.24,110,0.1692,171.213,21.7441
6,12,0.24,110,0.1716,168.452,21.568
6,12,0.24,110,0.174,124.268,18.5247
6,12,0.24,110,0.1764,124.268,18.5247
6,12,0.24,110,0.1788,118.745,18.1084
6,12,0.24,110,0.1812,118.745,18.1084
6,12,0.24,110,0.1836,173.975,21.9188
6,12,0.24,110,0.186,173.975,21.9188
6,12,0.24,110,0.1884,93.8912,16.1022
6,12,0.24,110,0.1908,143.598,19.9135
6,12,0.24,110,0.1932,129.791,18.9319
6,12,0.24,110,0.1956,118.745,18.1084
6,12,0.24,110,0.198,165.69,21.3905
6,12,0.24,110,0.2004,143.598,19.9135
6,12,0.24,110,0.2028,149.121,20.2928
6,12,0.24,110,0.2052,113.222,17.6823
6,12,0.24,110,0.2076,91.1297,15.8636
6,12,0.24,110,0.21,8.28452,4.78307
6,12,0.24,110,0.2124,0,0
6,12,0.24,110,0.2148,0,0
6,12,0.24,110,0.2172,0,0
6,12,0.24,110,0.2196,0,0
6,12,0.24,110,0.222,0,0
6,12,0.24,110,0.2244,0,0
6,12,0.24,110,0.2268,0,0
6,12,0.24,110,0.2292,0,0
6,12,0.24,110,0.2316,0,0
6,12,0.24,110,0.234,0,0
6,12,0.24,110,0.2364,0,0
6,12,0.56,77.4,0.0028,0,0
6,12,0.56,77.4,0.0084,0,0
6,12,0.56,77.4,0.014,0,0
6,12,0.56,77.4,0.0196,0,0
6,12,0.56,77.4,0.0252,0,0
6,12,0.56,77.4,0.0308,0,0
6,12,0.56,77.4,0.0364,0,0
6,12,0.56,77.4,0.042,0,0
6,12,0.56,77.4,0.0476,0,0
6,12,0.56,77.4,0.0532,0,0
6,12,0.56,77.4,0.0588,0,0
6,12,0.56,77.4,0.0644,0,0
6,12,0.56,77.4,0.07,0,0
6,12,0.56,77.4,0.0756,0,0
6,12,0.56,77.4,0.0812,0,0
6,12,0.56,77.4,0.0868,0,0
6,12,0.56,77.4,0.0924,0,0
6,12,0.56,77.4,0.098,15.8044,5.26814
6,12,0.56,77.4,0.1036,54.4374,9.77725
6,12,0.56,77.4,0.1092,77.266,11.6483
6,12,0.56,77.4,0.1148,149.264,16.1899
6,12,0.56,77.4,0.1204,196.677,18.5842
6,12,0.56,77.4,0.126,328.381,24.0136
6,12,0.56,77.4,0.1316,407.403,26.7473
6,12,0.56,77.4,0.1372,507.497,29.8528
6,12,0.56,77.4,0.1428,609.348,32.7115
6,12,0.56,77.4,0.1484,769.148,36.7513
6,12,0.56,77.4,0.154,830.61,38.1915
6,12,0.56,77.4,0.1596,1011.48,42.1451
6,12,0.56,77.4,0.1652,1055.38,43.05
6,12,0.56,77.4,0.1708,1223.96,46.361
6,12,0.56,77.4,0.1764,1434.69,50.1934
6,12,0.56,77.4,0.182,1468.05,50.7737
6,12,0.56,77.4,0.1876,1585.71,52.7691
6,12,0.56,77.4,0.1932,1645.42,53.7534
6,12,0.56,77.4,0.1988,1626.1,53.4369
6,12,0.56,77.4,0.2044,1576.93,52.6228
6,12,0.56,77.4,0.21,1548.83,52.1519
6,12,0.56,77.4,0.2156,1503.18,51.3775
6,12,0.56,77.4,0.2212,1452.25,50.4997
6,12,0.56,77.4,0.2268,1329.33,48.3152
6,12,0.56,77.4,0.2324,1280.16,47.4133
6,12,0.56,77.4,0.238,1245.04,46.7583
6,12,0.56,77.4,0.2436,1188.84,45.691
6,12,0.56,77.4,0.2492,1023.78,42.4004
6,12,0.56,77.4,0.2548,1069.43,43.3356
6,12,0.56,77.4,0.2604,1013.24,42.1817
6,12,0.56,77.4,0.266,921.924,40.2361
6,12,0.56,77.4,0.2716,892.072,39.5793
6,12,0.56,77.4,0.2772,820.074,37.9485
6,12,0.56,77.4,0.2828,842.902,38.4731
6,12,0.56,77.4,0.2884,809.537,37.7039
6,12,0.56,77.4,0.294,769.148,36.7513
6,12,0.56,77.4,0.2996,669.054,34.2767
6,12,0.56,77.4,0.3052,667.298,34.2316
6,12,0.56,77.4,0.3108,681.346,34.5901
6,12,0.56,77.4,0.3164,695.394,34.9449
6,12,0.56,77.4,0.322,660.273,34.051
6,12,0.56,77.4,0.3276,647.981,33.7326
6,12,0.56,77.4,0.3332,653.249,33.8694
6,12,0.56,77.4,0.3388,744.564,36.1592
6,12,0.56,77.4,0.3444,765.636,36.6673
6,12,0.56,77.4,0.35,813.05,37.7856
6,12,0.56,77.4,0.3556,892.072,39.5793
6,12,0.56,77.4,0.3612,962.313,41.108
6,12,0.56,77.4,0.3668,941.241,40.6554
6,12,0.56,77.4,0.3724,1029.04,42.5094
6,12,0.56,77.4,0.378,1116.85,44.2858
6,12,0.56,77.4,0.3836,1202.89,45.9601
6,12,0.56,77.4,0.3892,1288.94,47.5756
6,12,0.56,77.4,0.3948,1411.86,49.7925
6,12,0.56,77.4,0.4004,1503.18,51.3775
6,12,0.56,77.4,0.406,1434.69,50.1934
6,12,0.56,77.4,0.4116,1524.25,51.7364
6,12,0.56,77.4,0.4172,1483.86,51.0463
6,12,0.56,77.4,0.4228,1627.86,53.4658
6,12,0.56,77.4,0.4284,1596.25,52.9441
6,12,0.56,77.4,0.434,1629.61,53.4946
6,12,0.56,77.4,0.4396,1622.59,53.3792
6,12,0.56,77.4,0.4452,1689.32,54.4658
6,12,0.56,77.4,0.4508,1603.27,53.0605
6,12,0.56,77.4,0.4564,1536.54,51.9446
6,12,0.56,77.4,0.462,1608.54,53.1476
6,12,0.56,77.4,0.4676,1568.15,52.4761
6,12,0.56,77.4,0.4732,1369.72,49.0437
6,12,0.56,77.4,0.4788,1411.86,49.7925
6,12,0.56,77.4,0.4844,1466.3,50.7434
6,12,0.56,77.4,0.49,1334.6,48.4109
6,12,0.56,77.4,0.4956,1304.74,47.8664
6,12,0.56,77.4,0.5012,1197.62,45.8594
6,12,0.56,77.4,0.5068,1269.62,47.2177
6,12,0.56,77.4,0.5124,1097.53,43.9012
6,12,0.56,77.4,0.518,1130.89,44.5635
6,12,0.56,77.4,0.5236,1023.78,42.4004
6,12,0.56,77.4,0.5292,981.63,41.5185
6,12,0.56,77.4,0.5348,906.12,39.8897
6,12,0.56,77.4,0.5404,5.26814,3.04156
6,12,0.56,77.4,0.546,0,0
6,12,0.56,77.4,0.5516,0,0
6,12,0.62,86.5,0.0031,0,0
6,12,0.62,86.5,0.0093,0,0
6,12,0.62,86.5,0.0155,0,0
6,12,0.62,86.5,0.0217,0,0
6,12,0.62,86.5,0.0279,0,0
6,12,0.62,86.5,0.0341,0,0
6,12,0.62,86.5,0.0403,0,0
6,12,0.62,86.5,0.0465,0,0
6,12,0.62,86.5,0.0527,0,0
6,12,0.62,86.5,0.0589,0,0
6,12,0.62,86.5,0.0651,0,0
6,12,0.62,86.5,0.0713,0,0
6,12,0.62,86.5,0.0775,0,0
6,12,0.62,86.5,0.0837,0,0
6,12,0.62,86.5,0.0899,0,0
6,12,0.62,86.5,0.0961,0,0
6,12,0.62,86.5,0.1023,0,0
6,12,0.62,86.5,0.1085,0,0
6,12,0.62,86.5,0.1147,0,0
6,12,0.62,86.5,0.1209,0,0
6,12,0.62,86.5,0.1271,0,0
6,12,0.62,86.5,0.1333,0,0
6,12,0.62,86.5,0.1395,0,0
6,12,0.62,86.5,0.1457,4.80017,2.77138
6,12,0.62,86.5,0.1519,19.2007,5.54276
6,12,0.62,86.5,0.1581,22.4008,5.98687
6,12,0.62,86.5,0.1643,41.6015,8.15873
6,12,0.62,86.5,0.1705,60.8022,9.86342
6,12,0.62,86.5,0.1767,78.4028,11.2004
6,12,0.62,86.5,0.1829,107.204,13.097
6,12,0.62,86.5,0.1891,172.806,16.6283
6,12,0.62,86.5,0.1953,203.207,18.0317
6,12,0.62,86.5,0.2015,238.409,19.5312
6,12,0.62,86.5,0.2077,256.009,20.2393
6,12,0.62,86.5,0.2139,348.813,23.6246
6,12,0.62,86.5,0.2201,364.813,24.1603
6,12,0.62,86.5,0.2263,427.216,26.1452
6,12,0.62,86.5,0.2325,467.217,27.3418
6,12,0.62,86.5,0.2387,489.618,27.9896
6,12,0.62,86.5,0.2449,588.821,30.6944
6,12,0.62,86.5,0.2511,556.82,29.8487
6,12,0.62,86.5,0.2573,556.82,29.8487
6,12,0.62,86.5,0.2635,568.021,30.1474
6,12,0.62,86.5,0.2697,521.619,28.8898
6,12,0.62,86.5,0.2759,574.421,30.3168
6,12,0.62,86.5,0.2821,521.619,28.8898
6,12,0.62,86.5,0.2883,483.218,27.806
6,12,0.62,86.5,0.2945,502.418,28.3531
6,12,0.62,86.5,0.3007,467.217,27.3418
6,12,0.62,86.5,0.3069,419.215,25.8992
6,12,0.62,86.5,0.3131,449.616,26.8219
6,12,0.62,86.5,0.3193,443.216,26.6303
6,12,0.62,86.5,0.3255,401.615,25.3497
6,12,0.62,86.5,0.3317,403.215,25.4001
6,12,0.62,86.5,0.3379,428.816,26.1941
6,12,0.62,86.5,0.3441,376.014,24.5284
6,12,0.62,86.5,0.3503,436.816,26.4373
6,12,0.62,86.5,0.3565,406.415,25.5007
6,12,0.62,86.5,0.3627,409.615,25.6009
6,12,0.62,86.5,0.3689,465.617,27.2949
6,12,0.62,86.5,0.3751,484.818,27.852
6,12,0.62,86.5,0.3813,500.818,28.3079
6,12,0.62,86.5,0.3875,484.818,27.852
6,12,0.62,86.5,0.3937,507.218,28.4882
6,12,0.62,86.5,0.3999,576.021,30.359
6,12,0.62,86.5,0.4061,555.22,29.8058
6,12,0.62,86.5,0.4123,595.222,30.8608
6,12,0.62,86.5,0.4185,604.822,31.1087
6,12,0.62,86.5,0.4247,624.023,31.5986
6,12,0.62,86.5,0.4309,673.624,32.8304
6,12,0.62,86.5,0.4371,758.428,34.8357
6,12,0.62,86.5,0.4433,771.228,35.1285
6,12,0.62,86.5,0.4495,772.828,35.1649
6,12,0.62,86.5,0.4557,796.829,35.7068
6,12,0.62,86.5,0.4619,803.229,35.8499
6,12,0.62,86.5,0.4681,809.629,35.9924
6,12,0.62,86.5,0.4743,811.229,36.028
6,12,0.62,86.5,0.4805,827.23,36.3815
6,12,0.62,86.5,0.4867,849.631,36.8708
6,12,0.62,86.5,0.4929,793.629,35.635
6,12,0.62,86.5,0.4991,763.228,34.9458
6,12,0.62,86.5,0.5053,763.228,34.9458
6,12,0.62,86.5,0.5115,729.627,34.1679
6,12,0.62,86.5,0.5177,753.627,34.7253
6,12,0.62,86.5,0.5239,665.624,32.6349
6,12,0.62,86.5,0.5301,657.624,32.4382
6,12,0.62,86.5,0.5363,616.022,31.3954
6,12,0.62,86.5,0.5425,667.224,32.6741
6,12,0.62,86.5,0.5487,606.422,31.1498
6,12,0.62,86.5,0.5549,560.02,29.9343
6,12,0.62,86.5,0.5611,523.219,28.9341
6,12,0.62,86.5,0.5673,547.22,29.5903
6,12,0.62,86.5,0.5735,512.019,28.6227
6,12,0.62,86.5,0.5797,476.817,27.6213
6,12,0.62,86.5,0.5859,457.617,27.0594
6,12,0.62,86.5,0.5921,449.616,26.8219
6,12,0.62,86.5,0.5983,432.016,26.2916
6,12,0.62,86.5,0.6045,123.204,14.0405
6,12,0.62,86.5,0.6107,0,0
6,12,0.68,78,0.0034,0,0
6,12,0.68,78,0.0102,0,0
6,12,0.68,78,0.017,0,0
6,12,0.68,78,0.0238,0,0
6,12,0.68,78,0.0306,0,0
6,12,0.68,78,0.0374,0,0
6,12,0.68,78,0.0442,0,0
6,12,0.68,78,0.051,0,0
6,12,0.68,78,0.0578,0,0
6,12,0.68,78,0.0646,0,0
6,12,0.68,78,0.0714,0,0
6,12,0.68,78,0.0782,0,0
6,12,0.68,78,0.085,0,0
6,12,0.68,78,0.0918,0,0
6,12,0.68,78,0.0986,0,0
6,12,0.68,78,0.1054,0,0
6,12,0.68,78,0.1122,0,0
6,12,0.68,78,0.119,0,0
6,12,0.68,78,0.1258,0,0
6,12,0.68,78,0.1326,0,0
6,12,0.68,78,0.1394,0,0
6,12,0.68,78,0.1462,1.52739,1.52739
6,12,0.68,78,0.153,1.52739,1.52739
6,12,0.68,78,0.1598,13.7465,4.58217
6,12,0.68,78,0.1666,44.2943,8.22525
6,12,0.68,78,0.1734,50.4039,8.77419
6,12,0.68,78,0.1802,96.2256,12.1233
6,12,0.68,78,0.187,120.664,13.5757
6,12,0.68,78,0.1938,145.102,14.8872
6,12,0.68,78,0.2006,186.342,16.8706
6,12,0.68,78,0.2074,261.184,19.9732
6,12,0.68,78,0.2142,271.876,20.3779
6,12,0.68,78,0.221,320.752,22.134
6,12,0.68,78,0.2278,337.553,22.7063
6,12,0.68,78,0.2346,461.272,26.5432
6,12,0.68,78,0.2414,548.333,28.9399
6,12,0.68,78,0.2482,545.278,28.8592
6,12,0.68,78,0.255,569.717,29.4988
6,12,0.68,78,0.2618,606.374,30.433
6,12,0.68,78,0.2686,609.429,30.5096
6,12,0.68,78,0.2754,557.498,29.1808
6,12,0.68,78,0.2822,563.607,29.3402
6,12,0.68,78,0.289,618.593,30.7381
6,12,0.68,78,0.2958,562.08,29.3004
6,12,0.68,78,0.3026,491.82,27.408
6,12,0.68,78,0.3094,481.128,27.1085
6,12,0.68,78,0.3162,456.69,26.4111
6,12,0.68,78,0.323,459.745,26.4992
6,12,0.68,78,0.3298,502.512,27.7044
6,12,0.68,78,0.3366,445.998,26.1001
6,12,0.68,78,0.3434,403.231,24.8172
6,12,0.68,78,0.3502,447.525,26.1447
6,12,0.68,78,0.357,351.3,23.164
6,12,0.68,78,0.3638,455.162,26.3669
6,12,0.68,78,0.3706,404.759,24.8641
6,12,0.68,78,0.3774,429.197,25.6037
6,12,0.68,78,0.3842,475.018,26.9358
6,12,0.68,78,0.391,450.58,26.2338
6,12,0.68,78,0.3978,496.402,27.5354
6,12,0.68,78,0.4046,525.422,28.3289
6,12,0.68,78,0.4114,536.114,28.6157
6,12,0.68,78,0.4182,591.1,30.0473
6,12,0.68,78,0.425,658.305,31.7095
6,12,0.68,78,0.4318,676.634,32.1479
6,12,0.68,78,0.4386,638.449,31.2276
6,12,0.68,78,0.4454,694.963,32.5804
6,12,0.68,78,0.4522,704.127,32.7945
6,12,0.68,78,0.459,751.476,33.8792
6,12,0.68,78,0.4658,803.407,35.0302
6,12,0.68,78,0.4726,789.661,34.7292
6,12,0.68,78,0.4794,807.99,35.13
6,12,0.68,78,0.4862,841.592,35.853
6,12,0.68,78,0.493,798.825,34.9302
6,12,0.68,78,0.4998,811.044,35.1963
6,12,0.68,78,0.5066,765.223,34.1876
6,12,0.68,78,0.5134,777.442,34.4595
6,12,0.68,78,0.5202,809.517,35.1632
6,12,0.68,78,0.527,708.709,32.901
6,12,0.68,78,0.5338,740.784,33.6373
6,12,0.68,78,0.5406,691.908,32.5087
6,12,0.68,78,0.5474,698.018,32.6519
6,12,0.68,78,0.5542,710.237,32.9364
6,12,0.68,78,0.561,675.107,32.1115
6,12,0.68,78,0.5678,623.175,30.8518
6,12,0.68,78,0.5746,548.333,28.9399
6,12,0.68,78,0.5814,583.463,29.8526
6,12,0.68,78,0.5882,627.758,30.965
6,12,0.68,78,0.595,508.621,27.8723
6,12,0.68,78,0.6018,504.039,27.7464
6,12,0.68,78,0.6086,513.203,27.9975
6,12,0.68,78,0.6154,504.039,27.7464
6,12,0.68,78,0.6222,508.621,27.8723
6,12,0.68,78,0.629,522.368,28.2464
6,12,0.68,78,0.6358,533.059,28.534
6,12,0.68,78,0.6426,511.676,27.9558
6,12,0.68,78,0.6494,557.498,29.1808
6,12,0.68,78,0.6562,494.875,27.493
6,12,0.68,78,0.663,131.356,14.1644
6,12,0.68,78,0.6698,0,0
6,12,1,117.667,0.005,0,0
6,12,1,117.667,0.015,0,0
6,12,1,117.667,0.025,0,0
6,12,1,117.667,0.035,0,0
6,12,1,117.667,0.045,0,0
6,12,1,117.667,0.055,0,0
6,12,1,117.667,0.065,0,0
6,12,1,117.667,0.075,0,0
6,12,1,117.667,0.085,0,0
6,12,1,117.667,0.095,0,0
6,12,1,117.667,0.105,0,0
6,12,1,117.667,0.115,0,0
6,12,1,117.667,0.125,0,0
6,12,1,117.667,0.135,0,0
6,12,1,117.667,0.145,0,0
6,12,1,117.667,0.155,0,0
6,12,1,117.667,0.165,0,0
6,12,1,117.667,0.175,0,0
6,12,1,117.667,0.185,0,0
6,12,1,117.667,0.195,0,0
6,12,1,117.667,0.205,0,0
6,12,1,117.667,0.215,0,0
6,12,1,117.667,0.225,0,0
6,12,1,117.667,0.235,0,0
6,12,1,117.667,0.245,0,0
6,12,1,117.667,0.255,0,0
6,12,1,117.667,0.265,0,0
6,12,1,117.667,0.275,0,0
6,12,1,117.667,0.285,0,0
6,12,1,117.667,0.295,0,0
6,12,1,117.667,0.305,0,0
6,12,1,117.667,0.315,0,0
6,12,1,117.667,0.325,0,0
6,12,1,117.667,0.335,0,0
6,12,1,117.667,0.345,0,0
6,12,1,117.667,0.355,0,0
6,12,1,117.667,0.365,0,0
6,12,1,117.667,0.375,0,0
6,12,1,117.667,0.385,0,0
6,12,1,117.667,0.395,0,0
6,12,1,117.667,0.405,0,0
6,12,1,117.667,0.415,0,0
6,12,1,117.667,0.425,0,0
6,12,1,117.667,0.435,0,0
6,12,1,117.667,0.445,0,0
6,12,1,117.667,0.455,0,0
6,12,1,117.667,0.465,0,0
6,12,1,117.667,0.475,0,0
6,12,1,117.667,0.485,1.28924,1.28924
6,12,1,117.667,0.495,0,0
6,12,1,117.667,0.505,0,0
6,12,1,117.667,0.515,0,0
6,12,1,117.667,0.525,2.57847,1.82326
6,12,1,117.667,0.535,3.86771,2.23302
6,12,1,117.667,0.545,3.86771,2.23302
6,12,1,117.667,0.555,11.6031,3.86771
6,12,1,117.667,0.565,6.44618,2.88282
6,12,1,117.667,0.575,10.3139,3.64651
6,12,1,117.667,0.585,11.6031,3.86771
6,12,1,117.667,0.595,15.4708,4.46605
6,12,1,117.667,0.605,11.6031,3.86771
6,12,1,117.667,0.615,20.6278,5.15695
6,12,1,117.667,0.625,14.1816,4.27591
6,12,1,117.667,0.635,20.6278,5.15695
6,12,1,117.667,0.645,25.7847,5.76564
6,12,1,117.667,0.655,21.917,5.31566
6,12,1,117.667,0.665,21.917,5.31566
6,12,1,117.667,0.675,12.8924,4.07692
6,12,1,117.667,0.685,24.4955,5.61965
6,12,1,117.667,0.695,23.2063,5.46977
6,12,1,117.667,0.705,28.3632,6.04706
6,12,1,117.667,0.715,38.6771,7.06144
6,12,1,117.667,0.725,37.3879,6.94275
6,12,1,117.667,0.735,37.3879,6.94275
6,12,1,117.667,0.745,45.1233,7.62723
6,12,1,117.667,0.755,56.7264,8.55183
6,12,1,117.667,0.765,54.1479,8.35521
6,12,1,117.667,0.775,61.8834,8.93209
6,12,1,117.667,0.785,67.0403,9.29682
6,12,1,117.667,0.795,59.3049,8.74403
6,12,1,117.667,0.805,82.5111,10.3139
6,12,1,117.667,0.815,74.7757,9.81853
6,12,1,117.667,0.825,87.6681,10.6313
6,12,1,117.667,0.835,99.2712,11.313
6,12,1,117.667,0.845,79.9327,10.1515
6,12,1,117.667,0.855,99.2712,11.313
6,12,1,117.667,0.865,97.982,11.2393
